target,server,query_class,response_format,concurrency,repetition,requests,error_fraction,rps,latency_p50_s,latency_p95_s,ttfb_p95_s,mean_response_bytes,generator_cpu_peak,generator_guard_ok
dachs-local,dachs,Q03,csv,32,2,1331,0.0,10.861,2.932363,3.153353,3.152769,25586.9,0.02,True
egernia-local,egernia,Q03,csv,32,3,11094,0.0,92.195,0.293014,0.686707,0.684529,25676.4,0.065,True
dachs-local,dachs,Q03,csv,32,3,1333,0.0,10.915,2.924223,3.185031,3.184508,25358.1,0.02,True
egernia-local,egernia,Q04,csv,1,1,3748,0.0,31.228,0.031239,0.038959,0.038369,59995.1,0.075,True
dachs-local,dachs,Q04,csv,1,1,1358,0.0,11.314,0.072474,0.245612,0.245146,58484.2,0.03,True
egernia-local,egernia,Q04,csv,1,2,3758,0.0,31.31,0.03118,0.039086,0.038357,59998.9,0.08,True
dachs-local,dachs,Q04,csv,1,2,1361,0.0,11.32,0.072328,0.246593,0.246018,58483.9,0.035,True
egernia-local,egernia,Q04,csv,1,3,3768,0.0,31.397,0.031023,0.039167,0.038556,60000.1,0.075,True
dachs-local,dachs,Q04,csv,1,3,1356,0.0,11.298,0.072595,0.247131,0.246672,58479.1,0.03,True
egernia-local,egernia,Q04,csv,4,1,8448,0.0,70.368,0.055878,0.073206,0.07163,59988.9,0.065,True
dachs-local,dachs,Q04,csv,4,1,1417,0.0,11.789,0.310758,0.501126,0.500648,58466.5,0.035,True
egernia-local,egernia,Q04,csv,4,2,8483,0.0,70.67,0.055789,0.072356,0.070933,59983.3,0.07,True
dachs-local,dachs,Q04,csv,4,2,1400,0.0,11.651,0.316169,0.509124,0.508399,58480.1,0.015,True
egernia-local,egernia,Q04,csv,4,3,8472,0.0,70.58,0.055706,0.072742,0.071244,59985.1,0.05,True
dachs-local,dachs,Q04,csv,4,3,1420,0.0,11.813,0.309814,0.505493,0.505005,58459.6,0.015,True
egernia-local,egernia,Q04,csv,8,1,11124,0.0,92.665,0.085859,0.113258,0.110325,59982.0,0.065,True
dachs-local,dachs,Q04,csv,8,1,1370,0.0,11.366,0.716574,0.870649,0.870105,58487.4,0.015,True
egernia-local,egernia,Q04,csv,8,2,11127,0.0,92.683,0.085643,0.113352,0.110505,59989.8,0.065,True
dachs-local,dachs,Q04,csv,8,2,1375,0.0,11.437,0.719732,0.858363,0.857832,58455.5,0.015,True
egernia-local,egernia,Q04,csv,8,3,11140,0.0,92.815,0.085673,0.113164,0.110282,59999.0,0.06,True
dachs-local,dachs,Q04,csv,8,3,1368,0.0,11.35,0.720983,0.866086,0.865607,58464.6,0.015,True
egernia-local,egernia,Q04,csv,16,1,11308,0.0,94.097,0.167389,0.216468,0.211512,59992.9,0.065,True
dachs-local,dachs,Q04,csv,16,1,1310,0.0,10.822,1.474158,1.733693,1.733116,58490.0,0.015,True
egernia-local,egernia,Q04,csv,16,2,11299,0.0,94.047,0.166884,0.217501,0.213391,59994.4,0.07,True
dachs-local,dachs,Q04,csv,16,2,1304,0.0,10.789,1.471977,1.765744,1.765227,58469.9,0.015,True
egernia-local,egernia,Q04,csv,16,3,11364,0.0,94.572,0.166551,0.215151,0.210208,59993.1,0.065,True
dachs-local,dachs,Q04,csv,16,3,1305,0.0,10.807,1.469232,1.751043,1.75069,58482.8,0.015,True
egernia-local,egernia,Q04,csv,32,1,11000,0.0,91.462,0.345363,0.413069,0.407886,59984.3,0.065,True
dachs-local,dachs,Q04,csv,32,1,1320,0.0,10.783,2.962957,3.211353,3.210842,58476.3,0.02,True
egernia-local,egernia,Q04,csv,32,2,10987,0.0,91.347,0.345128,0.416992,0.411989,59998.5,0.065,True
dachs-local,dachs,Q04,csv,32,2,1330,0.0,10.847,2.94271,3.135299,3.134717,58474.8,0.02,True
egernia-local,egernia,Q04,csv,32,3,10997,0.0,91.454,0.345024,0.417534,0.412245,59997.0,0.065,True
dachs-local,dachs,Q04,csv,32,3,1327,0.0,10.841,2.941315,3.142653,3.142143,58474.9,0.02,True
egernia-local,egernia,Q05,csv,1,1,9919,0.0,82.656,0.011829,0.016017,0.015376,3892.8,0.16,True
dachs-local,dachs,Q05,csv,1,1,215,0.0,1.787,0.544185,0.709449,0.70897,3238.1,0.01,True
egernia-local,egernia,Q05,csv,1,2,9893,0.0,82.44,0.011862,0.016005,0.015504,3865.9,0.17,True
dachs-local,dachs,Q05,csv,1,2,217,0.0,1.8,0.539473,0.715442,0.71498,3854.7,0.01,True
egernia-local,egernia,Q05,csv,1,3,9880,0.0,82.332,0.01188,0.016074,0.015522,3880.4,0.165,True
dachs-local,dachs,Q05,csv,1,3,217,0.0,1.804,0.539152,0.704409,0.703945,3915.5,0.01,True
egernia-local,egernia,Q05,csv,4,1,19625,0.0,163.516,0.02354,0.034794,0.033184,3914.6,0.105,True
dachs-local,dachs,Q05,csv,4,1,741,0.0,6.148,0.611958,0.850475,0.849812,3520.5,0.01,True
egernia-local,egernia,Q05,csv,4,2,19750,0.0,164.565,0.023422,0.03464,0.03313,3838.4,0.105,True
dachs-local,dachs,Q05,csv,4,2,749,0.0,6.216,0.605585,0.849829,0.849296,3629.1,0.01,True
egernia-local,egernia,Q05,csv,4,3,19760,0.0,164.634,0.023343,0.034468,0.032947,3855.8,0.1,True
dachs-local,dachs,Q05,csv,4,3,768,0.0,6.372,0.599518,0.788518,0.788033,3785.1,0.015,True
egernia-local,egernia,Q05,csv,8,1,20779,0.0,173.115,0.044625,0.064866,0.061774,3896.5,0.105,True
dachs-local,dachs,Q05,csv,8,1,1040,0.0,8.614,0.89502,1.288242,1.287779,3688.0,0.015,True
egernia-local,egernia,Q05,csv,8,2,20766,0.0,173.032,0.044769,0.064619,0.061545,3841.9,0.105,True
dachs-local,dachs,Q05,csv,8,2,1048,0.0,8.68,0.892043,1.267433,1.266875,3787.4,0.02,True
egernia-local,egernia,Q05,csv,8,3,20763,0.0,172.972,0.044716,0.064718,0.061793,3864.3,0.11,True
dachs-local,dachs,Q05,csv,8,3,1056,0.0,8.75,0.890685,1.253928,1.253121,3741.3,0.015,True
egernia-local,egernia,Q05,csv,16,1,19796,0.0,164.782,0.094371,0.127584,0.122287,3911.4,0.1,True
dachs-local,dachs,Q05,csv,16,1,1166,0.0,9.627,1.631126,2.071335,2.070849,3702.4,0.015,True
egernia-local,egernia,Q05,csv,16,2,19848,0.0,165.311,0.094018,0.126611,0.121498,3836.7,0.105,True
dachs-local,dachs,Q05,csv,16,2,1196,0.0,9.865,1.592611,1.972877,1.972327,3809.7,0.015,True
egernia-local,egernia,Q05,csv,16,3,19864,0.0,165.437,0.094194,0.12537,0.120412,3858.9,0.105,True
dachs-local,dachs,Q05,csv,16,3,1184,0.0,9.753,1.603444,1.995985,1.995569,3716.7,0.02,True
egernia-local,egernia,Q05,csv,32,1,18833,0.0,156.717,0.199574,0.248729,0.243238,3914.6,0.105,True
dachs-local,dachs,Q05,csv,32,1,1214,0.0,9.904,3.227712,3.498649,3.49814,3702.9,0.015,True
egernia-local,egernia,Q05,csv,32,2,18782,0.0,156.379,0.199848,0.249718,0.244632,3825.9,0.11,True
dachs-local,dachs,Q05,csv,32,2,1194,0.0,9.735,3.261753,3.637463,3.636887,3842.0,0.02,True
egernia-local,egernia,Q05,csv,32,3,18783,0.0,156.288,0.199421,0.25197,0.24652,3853.3,0.115,True
dachs-local,dachs,Q05,csv,32,3,1185,0.0,9.64,3.266961,3.727814,3.727284,3711.8,0.02,True
egernia-local,egernia,Q06,csv,1,1,6826,0.0,56.881,0.017268,0.023743,0.022794,71912.3,0.125,True
dachs-local,dachs,Q06,csv,1,1,213,0.0,1.771,0.551341,0.725182,0.724631,71864.1,0.01,True
egernia-local,egernia,Q06,csv,1,2,6865,0.0,57.204,0.017178,0.023487,0.022565,71374.1,0.125,True
dachs-local,dachs,Q06,csv,1,2,213,0.0,1.772,0.551724,0.72562,0.725154,69815.9,0.01,True
egernia-local,egernia,Q06,csv,1,3,6892,0.0,57.431,0.017095,0.023347,0.022502,70654.2,0.135,True
dachs-local,dachs,Q06,csv,1,3,215,0.0,1.791,0.544535,0.720617,0.720062,64046.1,0.01,True
egernia-local,egernia,Q06,csv,4,1,15304,0.0,127.51,0.030391,0.044304,0.041526,71942.7,0.09,True
dachs-local,dachs,Q06,csv,4,1,736,0.0,6.106,0.620993,0.834024,0.83354,70557.9,0.01,True
egernia-local,egernia,Q06,csv,4,2,15284,0.0,127.353,0.030405,0.04466,0.041795,71254.5,0.09,True
dachs-local,dachs,Q06,csv,4,2,737,0.0,6.123,0.622331,0.848134,0.847644,70132.1,0.01,True
egernia-local,egernia,Q06,csv,4,3,15438,0.0,128.624,0.030121,0.044257,0.041524,71087.5,0.095,True
dachs-local,dachs,Q06,csv,4,3,757,0.0,6.281,0.609624,0.803304,0.802813,66930.5,0.01,True
egernia-local,egernia,Q06,csv,8,1,16832,0.0,140.226,0.055498,0.078528,0.07283,71834.1,0.11,True
dachs-local,dachs,Q06,csv,8,1,1021,0.0,8.445,0.912502,1.289128,1.288501,70854.5,0.01,True
egernia-local,egernia,Q06,csv,8,2,16865,0.0,140.511,0.055346,0.078747,0.073135,71285.6,0.11,True
dachs-local,dachs,Q06,csv,8,2,1033,0.0,8.572,0.899883,1.267576,1.267049,69124.0,0.02,True
egernia-local,egernia,Q06,csv,8,3,16855,0.0,140.411,0.055304,0.078247,0.072515,71070.1,0.105,True
dachs-local,dachs,Q06,csv,8,3,1028,0.0,8.508,0.910452,1.272704,1.272217,68161.6,0.015,True
egernia-local,egernia,Q06,csv,16,1,16391,0.0,136.496,0.114598,0.154106,0.142472,71880.0,0.11,True
dachs-local,dachs,Q06,csv,16,1,1132,0.0,9.344,1.680002,2.127479,2.126868,70616.2,0.015,True
egernia-local,egernia,Q06,csv,16,2,16377,0.0,136.374,0.11466,0.15408,0.143631,71274.7,0.115,True
dachs-local,dachs,Q06,csv,16,2,1108,0.0,9.121,1.678787,2.174024,2.173437,68700.3,0.015,True
egernia-local,egernia,Q06,csv,16,3,16382,0.0,136.427,0.114572,0.15478,0.143689,70996.9,0.11,True
dachs-local,dachs,Q06,csv,16,3,1136,0.0,9.347,1.667838,2.104729,2.104259,68580.6,0.015,True
egernia-local,egernia,Q06,csv,32,1,15517,0.0,129.1,0.243099,0.303169,0.292182,71935.5,0.11,True
dachs-local,dachs,Q06,csv,32,1,1161,0.0,9.409,3.344349,3.765833,3.765192,70846.2,0.04,True
egernia-local,egernia,Q06,csv,32,2,15588,0.0,129.725,0.241137,0.306614,0.294162,71322.5,0.11,True
dachs-local,dachs,Q06,csv,32,2,1161,0.0,9.46,3.351153,3.692803,3.692336,68592.6,0.04,True
egernia-local,egernia,Q06,csv,32,3,15570,0.0,129.562,0.241987,0.303171,0.291153,71059.1,0.1,True
dachs-local,dachs,Q06,csv,32,3,1153,0.0,9.366,3.38086,3.720669,3.720151,68760.1,0.02,True
egernia-local,egernia,Q07,csv,1,1,9286,0.0,77.378,0.012804,0.018208,0.017637,19986.6,0.155,True
dachs-local,dachs,Q07,csv,1,1,213,0.0,1.773,0.546417,0.719776,0.719291,18264.8,0.01,True
egernia-local,egernia,Q07,csv,1,2,9253,0.0,77.105,0.012908,0.018135,0.017539,20185.7,0.155,True
dachs-local,dachs,Q07,csv,1,2,215,0.0,1.787,0.548221,0.702261,0.701659,19928.8,0.01,True
egernia-local,egernia,Q07,csv,1,3,9286,0.0,77.329,0.012855,0.018202,0.017611,20176.4,0.17,True
dachs-local,dachs,Q07,csv,1,3,215,0.0,1.787,0.543424,0.711564,0.711007,18912.2,0.01,True
egernia-local,egernia,Q07,csv,4,1,18934,0.0,157.758,0.0244,0.036936,0.035338,20079.0,0.105,True
dachs-local,dachs,Q07,csv,4,1,748,0.0,6.202,0.617862,0.835927,0.835386,18892.3,0.01,True
egernia-local,egernia,Q07,csv,4,2,19072,0.0,158.912,0.024147,0.036835,0.035264,20029.6,0.11,True
dachs-local,dachs,Q07,csv,4,2,752,0.0,6.249,0.614816,0.816634,0.816074,20234.5,0.01,True
egernia-local,egernia,Q07,csv,4,3,19099,0.0,159.137,0.024207,0.036365,0.034814,20194.6,0.115,True
dachs-local,dachs,Q07,csv,4,3,727,0.0,6.023,0.635408,0.862066,0.861594,18915.3,0.01,True
egernia-local,egernia,Q07,csv,8,1,19832,0.0,165.208,0.046845,0.067857,0.064889,20106.1,0.115,True
dachs-local,dachs,Q07,csv,8,1,1020,0.0,8.457,0.911172,1.303788,1.303303,19624.9,0.015,True
egernia-local,egernia,Q07,csv,8,2,19774,0.0,164.751,0.047039,0.068307,0.065244,20011.8,0.115,True
dachs-local,dachs,Q07,csv,8,2,998,0.0,8.251,0.926225,1.342895,1.342388,19481.3,0.01,True
egernia-local,egernia,Q07,csv,8,3,19870,0.0,165.537,0.046671,0.067884,0.064891,20208.6,0.115,True
dachs-local,dachs,Q07,csv,8,3,1025,0.0,8.505,0.906534,1.283458,1.28293,18815.1,0.015,True
egernia-local,egernia,Q07,csv,16,1,19021,0.0,158.421,0.098361,0.132975,0.127756,20090.3,0.12,True
dachs-local,dachs,Q07,csv,16,1,1090,0.0,8.991,1.758087,2.165038,2.164523,19409.5,0.015,True
egernia-local,egernia,Q07,csv,16,2,19239,0.0,160.234,0.096953,0.131239,0.126557,20031.4,0.125,True
dachs-local,dachs,Q07,csv,16,2,1098,0.0,9.06,1.751174,2.137714,2.137227,19389.5,0.015,True
egernia-local,egernia,Q07,csv,16,3,19233,0.0,160.213,0.097075,0.131891,0.126962,20215.3,0.115,True
dachs-local,dachs,Q07,csv,16,3,1097,0.0,9.029,1.748563,2.138621,2.138069,18982.2,0.015,True
egernia-local,egernia,Q07,csv,32,1,18153,0.0,151.111,0.206336,0.263025,0.257897,20098.9,0.105,True
dachs-local,dachs,Q07,csv,32,1,1139,0.0,9.281,3.432801,3.734975,3.734334,19500.4,0.02,True
egernia-local,egernia,Q07,csv,32,2,18296,0.0,152.256,0.20451,0.262038,0.25697,20061.5,0.115,True
dachs-local,dachs,Q07,csv,32,2,1127,0.0,9.152,3.455019,3.801281,3.800756,19426.8,0.02,True
egernia-local,egernia,Q07,csv,32,3,18244,0.0,151.854,0.205312,0.260698,0.255393,20234.4,0.105,True
dachs-local,dachs,Q07,csv,32,3,1134,0.0,9.217,3.445195,3.750912,3.750435,19197.2,0.045,True
egernia-local,egernia,Q10,csv,1,1,3496,0.0,29.129,0.032863,0.043646,0.041773,298460.9,0.095,True
dachs-local,dachs,Q10,csv,1,1,1149,0.0,9.57,0.088406,0.263007,0.262271,291150.6,0.03,True
egernia-local,egernia,Q10,csv,1,2,3589,0.0,29.905,0.032295,0.042513,0.040411,298519.0,0.105,True
dachs-local,dachs,Q10,csv,1,2,1140,0.0,9.498,0.089109,0.261553,0.26084,291309.8,0.035,True
egernia-local,egernia,Q10,csv,1,3,3573,0.0,29.772,0.032371,0.043296,0.040417,298589.4,0.095,True
dachs-local,dachs,Q10,csv,1,3,1147,0.0,9.552,0.088339,0.263629,0.262951,291449.6,0.03,True
egernia-local,egernia,Q10,csv,4,1,8766,0.0,73.035,0.053587,0.073535,0.067002,298518.7,0.075,True
dachs-local,dachs,Q10,csv,4,1,1210,0.0,10.063,0.373014,0.577015,0.576,291258.3,0.015,True
egernia-local,egernia,Q10,csv,4,2,9145,0.0,76.175,0.051373,0.069856,0.063171,298518.0,0.075,True
dachs-local,dachs,Q10,csv,4,2,1240,0.0,10.323,0.360807,0.559002,0.556382,291317.9,0.015,True
egernia-local,egernia,Q10,csv,4,3,9324,0.0,77.679,0.050787,0.067866,0.060834,298637.3,0.075,True
dachs-local,dachs,Q10,csv,4,3,1236,0.0,10.29,0.36101,0.564233,0.562056,291135.2,0.015,True
egernia-local,egernia,Q10,csv,8,1,10742,0.0,89.504,0.087835,0.114764,0.099549,298540.1,0.085,True
dachs-local,dachs,Q10,csv,8,1,1212,0.0,10.073,0.806129,0.983339,0.979902,291265.5,0.015,True
egernia-local,egernia,Q10,csv,8,2,10579,0.0,88.111,0.088438,0.119143,0.102784,298538.6,0.085,True
dachs-local,dachs,Q10,csv,8,2,1203,0.0,10.003,0.811316,0.979646,0.978136,291334.1,0.015,True
egernia-local,egernia,Q10,csv,8,3,10716,0.0,89.269,0.087934,0.114476,0.098942,298628.1,0.085,True
dachs-local,dachs,Q10,csv,8,3,1176,0.0,9.759,0.825299,1.02249,1.019747,291081.9,0.015,True
egernia-local,egernia,Q10,csv,16,1,10672,0.0,88.84,0.177505,0.230762,0.195754,298540.3,0.085,True
dachs-local,dachs,Q10,csv,16,1,1174,0.0,9.678,1.642219,1.939301,1.936969,291251.5,0.015,True
egernia-local,egernia,Q10,csv,16,2,10694,0.0,89.032,0.177166,0.23136,0.194515,298540.8,0.085,True
dachs-local,dachs,Q10,csv,16,2,1180,0.0,9.756,1.628813,1.957936,1.9564,291221.4,0.015,True
egernia-local,egernia,Q10,csv,16,3,10682,0.0,88.928,0.177582,0.231801,0.196341,298628.5,0.085,True
dachs-local,dachs,Q10,csv,16,3,1183,0.0,9.783,1.62622,1.983247,1.978259,291124.4,0.015,True
egernia-local,egernia,Q10,csv,32,1,10315,0.0,85.775,0.368305,0.446282,0.404975,298540.5,0.08,True
dachs-local,dachs,Q10,csv,32,1,1203,0.0,9.794,3.253271,3.501168,3.500076,291220.6,0.02,True
egernia-local,egernia,Q10,csv,32,2,10301,0.0,85.62,0.368907,0.447521,0.406896,298537.1,0.1,True
dachs-local,dachs,Q10,csv,32,2,1154,0.0,9.406,3.355569,3.800426,3.796076,291263.0,0.02,True
egernia-local,egernia,Q10,csv,32,3,10204,0.0,84.822,0.372426,0.455034,0.413866,298635.5,0.095,True
dachs-local,dachs,Q10,csv,32,3,1199,0.0,9.763,3.261216,3.51396,3.507423,291082.4,0.025,True
egernia-local,egernia,Q11,csv,1,1,551,0.0,4.587,0.214597,0.241993,0.229897,2996261.2,0.07,True
dachs-local,dachs,Q11,csv,1,1,396,0.0,3.298,0.280936,0.462144,0.439109,2918530.9,0.035,True
egernia-local,egernia,Q11,csv,1,2,552,0.0,4.592,0.213375,0.248869,0.227864,2994277.5,0.065,True
dachs-local,dachs,Q11,csv,1,2,396,0.0,3.297,0.282437,0.463334,0.439865,2916388.0,0.04,True
egernia-local,egernia,Q11,csv,1,3,553,0.0,4.601,0.213253,0.242279,0.22673,2995215.1,0.065,True
dachs-local,dachs,Q11,csv,1,3,391,0.0,3.256,0.283345,0.457294,0.434122,2918827.0,0.035,True
egernia-local,egernia,Q11,csv,4,1,1480,0.0,12.302,0.323094,0.401603,0.346581,2995736.0,0.06,True
dachs-local,dachs,Q11,csv,4,1,462,0.0,3.843,1.027086,1.2668,1.197948,2917611.0,0.02,True
egernia-local,egernia,Q11,csv,4,2,1474,0.0,12.247,0.328088,0.399926,0.345951,2995726.1,0.055,True
dachs-local,dachs,Q11,csv,4,2,450,0.0,3.737,1.063962,1.292439,1.219102,2919067.1,0.015,True
egernia-local,egernia,Q11,csv,4,3,1472,0.0,12.232,0.329749,0.394186,0.339667,2996281.5,0.065,True
dachs-local,dachs,Q11,csv,4,3,430,0.0,3.569,1.075713,1.356952,1.296179,2920154.0,0.015,True
egernia-local,egernia,Q11,csv,8,1,1864,0.0,15.507,0.515394,0.600848,0.472438,2995665.6,0.075,True
dachs-local,dachs,Q11,csv,8,1,466,0.0,3.843,2.213591,2.72254,2.444757,2917754.6,0.02,True
egernia-local,egernia,Q11,csv,8,2,1843,0.0,15.345,0.518378,0.618175,0.490351,2995409.7,0.07,True
dachs-local,dachs,Q11,csv,8,2,462,0.0,3.816,2.233967,2.780652,2.510557,2918991.3,0.02,True
egernia-local,egernia,Q11,csv,8,3,1859,0.0,15.449,0.514157,0.611604,0.484394,2995487.7,0.07,True
dachs-local,dachs,Q11,csv,8,3,465,0.0,3.858,2.27553,2.744331,2.528916,2919717.6,0.02,True
egernia-local,egernia,Q11,csv,16,1,2027,0.0,16.8,0.942227,1.127449,0.633263,2995921.8,0.075,True
dachs-local,dachs,Q11,csv,16,1,488,0.0,3.945,4.245209,5.700339,4.815922,2917781.5,0.025,True
egernia-local,egernia,Q11,csv,16,2,2027,0.0,16.835,0.943451,1.122342,0.627027,2995564.1,0.08,True
dachs-local,dachs,Q11,csv,16,2,488,0.0,3.979,4.241123,6.306838,5.237385,2918152.1,0.025,True
egernia-local,egernia,Q11,csv,16,3,2022,0.0,16.806,0.946746,1.118444,0.632099,2995290.4,0.08,True
dachs-local,dachs,Q11,csv,16,3,480,0.0,3.932,4.275669,6.071651,5.52472,2918936.3,0.025,True
egernia-local,egernia,Q11,csv,32,1,2003,0.0,16.557,1.92627,2.222605,1.327035,2995962.5,0.08,True
dachs-local,dachs,Q11,csv,32,1,492,0.0,3.954,8.402345,12.365079,10.433587,2917781.4,0.04,True
egernia-local,egernia,Q11,csv,32,2,2013,0.0,16.652,1.918638,2.21075,1.378873,2995648.0,0.095,True
dachs-local,dachs,Q11,csv,32,2,515,0.0,4.026,8.338688,11.447741,10.117241,2917977.1,0.035,True
egernia-local,egernia,Q11,csv,32,3,2015,0.0,16.602,1.925219,2.213488,1.337427,2995314.0,0.095,True
dachs-local,dachs,Q11,csv,32,3,511,0.0,4.005,8.363688,12.337075,10.154859,2918497.4,0.04,True
egernia-local,egernia,Q12,csv,1,1,12481,0.0,104.008,0.009038,0.01299,0.012425,109.0,0.215,True
dachs-local,dachs,Q12,csv,1,1,214,0.0,1.781,0.548628,0.722701,0.722179,110.0,0.01,True
egernia-local,egernia,Q12,csv,1,2,12505,0.0,104.208,0.009017,0.012778,0.012185,109.0,0.21,True
dachs-local,dachs,Q12,csv,1,2,215,0.0,1.788,0.54297,0.721482,0.720954,110.0,0.01,True
egernia-local,egernia,Q12,csv,1,3,12494,0.0,104.115,0.009029,0.012939,0.012246,109.0,0.21,True
dachs-local,dachs,Q12,csv,1,3,216,0.0,1.794,0.542036,0.72278,0.722281,110.0,0.01,True
egernia-local,egernia,Q12,csv,4,1,21156,0.0,176.279,0.02158,0.032945,0.031245,109.0,0.125,True
dachs-local,dachs,Q12,csv,4,1,759,0.0,6.285,0.602903,0.808868,0.808369,110.0,0.02,True
egernia-local,egernia,Q12,csv,4,2,21717,0.0,180.954,0.02096,0.032075,0.030245,109.0,0.115,True
dachs-local,dachs,Q12,csv,4,2,757,0.0,6.28,0.604704,0.813485,0.813001,110.0,0.01,True
egernia-local,egernia,Q12,csv,4,3,21752,0.0,181.25,0.020931,0.032096,0.03034,109.0,0.115,True
dachs-local,dachs,Q12,csv,4,3,738,0.0,6.128,0.616343,0.831936,0.831388,110.0,0.01,True
egernia-local,egernia,Q12,csv,8,1,21307,0.0,177.523,0.043308,0.063719,0.060672,109.0,0.12,True
dachs-local,dachs,Q12,csv,8,1,1053,0.0,8.72,0.881457,1.244478,1.243938,110.0,0.015,True
egernia-local,egernia,Q12,csv,8,2,21192,0.0,176.553,0.043522,0.064395,0.061033,109.0,0.11,True
dachs-local,dachs,Q12,csv,8,2,1036,0.0,8.57,0.899047,1.287422,1.286931,110.0,0.015,True
egernia-local,egernia,Q12,csv,8,3,21172,0.0,176.378,0.043658,0.063949,0.060912,109.0,0.11,True
dachs-local,dachs,Q12,csv,8,3,1044,0.0,8.657,0.893411,1.244614,1.244061,110.0,0.015,True
egernia-local,egernia,Q12,csv,16,1,20144,0.0,167.765,0.092529,0.125887,0.1204,109.0,0.11,True
dachs-local,dachs,Q12,csv,16,1,1164,0.0,9.593,1.626832,2.049863,2.049168,110.0,0.015,True
egernia-local,egernia,Q12,csv,16,2,20089,0.0,167.183,0.092719,0.127142,0.121384,109.0,0.13,True
dachs-local,dachs,Q12,csv,16,2,1175,0.0,9.686,1.606114,2.030076,2.029568,110.0,0.015,True
egernia-local,egernia,Q12,csv,16,3,20222,0.0,168.431,0.092052,0.125628,0.120174,109.0,0.12,True
dachs-local,dachs,Q12,csv,16,3,1182,0.0,9.737,1.609165,2.016435,2.015926,110.0,0.02,True
egernia-local,egernia,Q12,csv,32,1,19235,0.0,160.103,0.194116,0.247529,0.24138,109.0,0.11,True
dachs-local,dachs,Q12,csv,32,1,1169,0.0,9.504,3.269535,3.961304,3.960795,110.0,0.015,True
egernia-local,egernia,Q12,csv,32,2,19218,0.0,159.993,0.194409,0.246402,0.240678,109.0,0.125,True
dachs-local,dachs,Q12,csv,32,2,1181,0.0,9.639,3.2807,3.717814,3.717154,110.0,0.015,True
egernia-local,egernia,Q12,csv,32,3,19048,0.0,158.576,0.196226,0.250634,0.245098,109.0,0.12,True
dachs-local,dachs,Q12,csv,32,3,1205,0.0,9.822,3.235748,3.546073,3.545615,110.0,0.015,True
egernia-local,egernia,Q13,csv,1,1,12,0.0,0.099,9.538082,17.252396,17.251888,2261.2,0.005,True
dachs-local,dachs,Q13,csv,1,1,364,0.0,3.026,0.352528,0.492202,0.491663,2301.3,0.015,True
egernia-local,egernia,Q13,csv,1,2,12,0.0,0.098,9.534626,19.275462,19.274864,2263.7,0.005,True
dachs-local,dachs,Q13,csv,1,2,371,0.0,3.09,0.349225,0.486908,0.486366,2301.7,0.015,True
egernia-local,egernia,Q13,csv,1,3,10,0.0,0.083,11.569933,20.090983,20.090496,2264.5,0.005,True
dachs-local,dachs,Q13,csv,1,3,377,0.0,3.14,0.344535,0.482091,0.481638,2300.1,0.01,True
egernia-local,egernia,Q13,csv,4,1,59,0.0,0.446,8.145763,15.00941,15.008925,2264.0,0.01,True
dachs-local,dachs,Q13,csv,4,1,1102,0.0,9.151,0.44644,0.681846,0.681379,2300.7,0.015,True
egernia-local,egernia,Q13,csv,4,2,60,0.0,0.459,7.763317,14.363359,14.36287,2262.8,0.01,True
dachs-local,dachs,Q13,csv,4,2,1114,0.0,9.258,0.445934,0.674055,0.673588,2300.3,0.015,True
egernia-local,egernia,Q13,csv,4,3,64,0.0,0.482,7.88394,12.942321,12.941849,2261.5,0.01,True
dachs-local,dachs,Q13,csv,4,3,1101,0.0,9.155,0.443677,0.69622,0.695711,2299.8,0.015,True
egernia-local,egernia,Q13,csv,8,1,83,0.0,0.62,11.946133,22.440568,22.439986,2266.6,0.01,True
dachs-local,dachs,Q13,csv,8,1,1317,0.0,10.925,0.711286,1.073924,1.073434,2300.4,0.015,True
egernia-local,egernia,Q13,csv,8,2,93,0.0,0.71,10.816265,19.986926,19.986432,2263.6,0.01,True
dachs-local,dachs,Q13,csv,8,2,1338,0.0,11.079,0.710918,1.067,1.066478,2300.3,0.015,True
egernia-local,egernia,Q13,csv,8,3,95,0.0,0.696,10.302749,19.594253,19.593417,2262.8,0.01,True
dachs-local,dachs,Q13,csv,8,3,1335,0.0,11.074,0.70641,1.052854,1.052373,2299.8,0.015,True
egernia-local,egernia,Q13,csv,16,1,204,0.583333,1.507,5.024629,24.545159,24.544348,1130.7,0.01,True
dachs-local,dachs,Q13,csv,16,1,1304,0.0,10.785,1.469786,1.907644,1.907168,2300.2,0.015,True
egernia-local,egernia,Q13,csv,16,2,195,0.548718,1.39,5.134251,25.085103,25.083428,1196.4,0.01,True
dachs-local,dachs,Q13,csv,16,2,1301,0.0,10.754,1.475878,1.92751,1.92702,2300.3,0.015,True
egernia-local,egernia,Q13,csv,16,3,209,0.550239,1.515,5.403862,20.83259,20.831681,1193.8,0.01,True
dachs-local,dachs,Q13,csv,16,3,1314,0.0,10.831,1.464376,1.891028,1.89049,2300.0,0.015,True
egernia-local,egernia,Q13,csv,32,1,549,0.823315,3.903,5.062784,18.630327,18.629014,661.8,0.015,True
dachs-local,dachs,Q13,csv,32,1,1309,0.0,10.707,2.983326,3.312535,3.311977,2300.4,0.015,True
egernia-local,egernia,Q13,csv,32,2,558,0.835125,4.132,5.063088,18.638415,18.637636,639.1,0.015,True
