key,kind,dataset,database_gib,mode,response_format,concurrency,replicas,offered_rps,repetition,requests,successful,rps,successful_rps,error_fraction,timeout_fraction,latency_mean_s,latency_p50_s,latency_p95_s,latency_p99_s,latency_p999_s,latency_max_s,latency_cv,ttfb_p95_s,response_throughput_bytes_per_s,tap_api_cpu_cores_mean,postgres_cpu_cores_mean,postgres_read_bytes_per_s,cache_hit_ratio,bottleneck,invalid
conc-D4-c4-r1,concurrency,D4,45.194,closed,csv,4,1,,1,16495,16495,91.62159634149407,91.62159634149407,0.0,0.0,0.04362480686686732,0.041239106096327305,0.067354329302907,0.08151538459584111,0.15592036871891501,0.1822455208748579,0.3109584100476096,0.054914731206372365,4029485.052169923,1.038420069019044,0.20746780887282748,0.0,0.7742300443390367,TAP_CPU_BOUND,False
conc-D4-c4-r2,concurrency,D4,45.194,closed,csv,4,1,,2,16460,16460,91.4367941379874,91.4367941379874,0.0,0.0,0.04371375324321121,0.04128947202116251,0.06767959115095434,0.0820450190035626,0.15261544114165038,0.1833331431262195,0.3128759936651356,0.05538680232129991,4046089.273007854,1.0383436154763657,0.21339180016203527,0.0,0.77378618566197,TAP_CPU_BOUND,False
sat-D4-c4-r0,saturation,D4,45.194,closed,csv,4,1,,0,27578,27578,91.92324437752873,91.92324437752873,0.0,0.0,0.04348389545823133,0.04106102557852864,0.06728486802894622,0.08318295838311311,0.15361358387861415,0.18518077209591866,0.3163339785054272,0.055505417543463394,4001739.662475862,1.0519474625315166,0.21132536795800827,0.0,0.7736115957964833,TAP_CPU_BOUND,False
sat-D4-c4-r1,saturation,D4,45.194,closed,csv,4,1,,1,27472,27472,91.56607559955127,91.56607559955127,0.0,0.0,0.04365324776038749,0.04124316293746233,0.06774250280577687,0.08224187707994138,0.1520817728652623,0.20182776311412454,0.3145285619366791,0.055764252040535214,4018370.6615400882,1.0358014904708341,0.21008771693181555,0.0,0.7744023342278736,TAP_CPU_BOUND,False
sat-D4-c4-r2,saturation,D4,45.194,closed,csv,4,1,,2,27449,27449,91.48860953428195,91.48860953428195,0.0,0.0,0.04369041338823067,0.04121457692235708,0.06764360712841153,0.08290953734889629,0.1595701024979359,0.19869153015315533,0.3187254302688212,0.05553100220859051,4035552.6007681675,1.0428147543274071,0.21311965045813572,0.0,0.7717790105295808,TAP_CPU_BOUND,False
sat-D4-c4-r3,saturation,D4,45.194,closed,csv,4,1,,3,27446,27446,91.4775732248512,91.4775732248512,0.0,0.0,0.043694815471620976,0.04117855383083224,0.06766268168576062,0.0822296214289963,0.1540041814767765,0.1831164313480258,0.31530484781782875,0.05593658774159849,3992067.2702600393,1.0241639995259957,0.2050341059118203,0.0,0.7748711031727635,TAP_CPU_BOUND,False
sat-D4-c4-r4,saturation,D4,45.194,closed,csv,4,1,,4,27449,27449,91.49192385736357,91.49192385736357,0.0,0.0,0.043689178369368364,0.0411656741052866,0.06747695077210664,0.08225252861157062,0.156920057199899,0.19515135418623686,0.3173484888786059,0.05546565065160393,4020957.65602432,1.0447049890621036,0.20859086594374843,0.0,0.7752980907123526,TAP_CPU_BOUND,False
stress-D4-Q09,stress,D4,45.194,closed,csv,4,1,,0,1770,1770,29.450335475710204,29.450335475710204,0.0,0.0,0.13577537566507603,0.13126987032592297,0.17077710754238068,0.18699660900514573,0.2454685189053417,0.27577010123059154,0.12611158291902508,0.16846603986341505,1532477.6568140562,0.38994164434004647,3.2593840792814075,0.0,0.9999903782401608,UNKNOWN,False
stress-D4-Q11,stress,D4,45.194,closed,csv,4,1,,0,403,403,6.678407953184687,6.678407953184687,0.0,0.0,0.597504126322837,0.5950969969853759,0.689661648357287,0.7422302302066239,0.7546265027113266,0.7587741147726774,0.09117085636397332,0.19509932207874953,17656068.55187869,1.0115128403850768,0.1448925634200357,0.0,0.9998240896881677,SERIALIZATION_BOUND,False
stress-D4-Q13,stress,D4,45.194,closed,csv,4,1,,0,56,56,0.8909776464515362,0.8909776464515362,0.0,0.0,4.430479381008938,4.1734565671067685,6.669203857542016,7.231694120750764,7.438998785039879,7.462032636627555,0.24639255947374814,6.668470746022649,1469.3494215195049,0.01246733146734684,7.757879202092818,0.0,0.595072465109282,DATABASE_CPU_BOUND,False
stress-D4-Q14,stress,D4,45.194,closed,csv,4,1,,0,1775,1775,29.519993583459662,29.519993583459662,0.0,0.0,0.13526102735411744,0.10158783616498113,0.5055641827639192,0.5484428331721574,0.5863775988249128,0.6998112020082772,0.833334975281541,0.49797615110874177,5240309.764840363,0.592892857167827,5.382557699413697,0.0,0.999978619161324,UNKNOWN,False
