target,server,query_class,response_format,concurrency,repetition,requests,error_fraction,rps,latency_p50_s,latency_p95_s,ttfb_p95_s,mean_response_bytes,generator_cpu_peak,generator_guard_ok
dachs-local,dachs,Q03,csv,16,3,1229,0.0,10.157,1.565156,1.90054,1.900024,25479.8,0.015,True
egernia-local,egernia,Q03,csv,32,1,15423,0.0,128.219,0.226617,0.391818,0.389301,25633.2,0.085,True
dachs-local,dachs,Q03,csv,32,1,1241,0.0,10.133,3.163566,3.397764,3.397219,25512.3,0.015,True
egernia-local,egernia,Q03,csv,32,2,15471,0.0,128.587,0.226874,0.388347,0.385593,25729.3,0.085,True
dachs-local,dachs,Q03,csv,32,2,1251,0.0,10.228,3.125437,3.33719,3.336717,25551.9,0.02,True
egernia-local,egernia,Q03,csv,32,3,15412,0.0,128.191,0.22688,0.392033,0.388673,25658.9,0.085,True
dachs-local,dachs,Q03,csv,32,3,1245,0.0,10.182,3.149004,3.369834,3.36928,25437.4,0.02,True
egernia-local,egernia,Q04,csv,1,1,5533,0.0,46.102,0.021015,0.026387,0.025698,60002.5,0.11,True
dachs-local,dachs,Q04,csv,1,1,1269,0.0,10.572,0.072187,0.314069,0.313471,58466.3,0.04,True
egernia-local,egernia,Q04,csv,1,2,5510,0.0,45.912,0.021124,0.026376,0.025774,60013.2,0.1,True
dachs-local,dachs,Q04,csv,1,2,1267,0.0,10.555,0.072555,0.315839,0.315364,58488.3,0.03,True
egernia-local,egernia,Q04,csv,1,3,5523,0.0,46.025,0.021052,0.026548,0.02584,60021.9,0.11,True
dachs-local,dachs,Q04,csv,1,3,1264,0.0,10.532,0.072663,0.315454,0.314964,58492.4,0.03,True
egernia-local,egernia,Q04,csv,4,1,13529,0.0,112.731,0.034466,0.047004,0.045178,60021.3,0.08,True
dachs-local,dachs,Q04,csv,4,1,1298,0.0,10.793,0.318524,0.578848,0.57824,58477.8,0.015,True
egernia-local,egernia,Q04,csv,4,2,13514,0.0,112.584,0.034427,0.046998,0.045331,60023.4,0.08,True
dachs-local,dachs,Q04,csv,4,2,1312,0.0,10.922,0.315545,0.57493,0.574447,58472.2,0.015,True
egernia-local,egernia,Q04,csv,4,3,13581,0.0,113.147,0.034349,0.046661,0.044869,60017.6,0.075,True
dachs-local,dachs,Q04,csv,4,3,1305,0.0,10.863,0.319956,0.577431,0.576964,58471.7,0.015,True
egernia-local,egernia,Q04,csv,8,1,15757,0.0,131.29,0.05947,0.081106,0.077943,60019.8,0.085,True
dachs-local,dachs,Q04,csv,8,1,1260,0.0,10.442,0.792151,0.958136,0.957567,58478.3,0.015,True
egernia-local,egernia,Q04,csv,8,2,15797,0.0,131.601,0.059285,0.08035,0.077472,60021.0,0.1,True
dachs-local,dachs,Q04,csv,8,2,1274,0.0,10.572,0.790971,0.936793,0.936262,58438.7,0.02,True
egernia-local,egernia,Q04,csv,8,3,15835,0.0,131.907,0.059046,0.080898,0.077718,60015.7,0.095,True
dachs-local,dachs,Q04,csv,8,3,1280,0.0,10.6,0.786108,0.933299,0.932788,58486.5,0.015,True
egernia-local,egernia,Q04,csv,16,1,16098,0.0,134.072,0.116554,0.152995,0.147633,60010.4,0.098,True
dachs-local,dachs,Q04,csv,16,1,1223,0.0,10.114,1.576303,1.889808,1.889318,58455.4,0.015,True
egernia-local,egernia,Q04,csv,16,2,16036,0.0,133.547,0.116957,0.152976,0.147246,60016.0,0.1,True
dachs-local,dachs,Q04,csv,16,2,1220,0.0,10.074,1.569544,1.938999,1.938537,58454.1,0.015,True
egernia-local,egernia,Q04,csv,16,3,16103,0.0,134.096,0.116595,0.153104,0.147666,60025.2,0.1,True
dachs-local,dachs,Q04,csv,16,3,1224,0.0,10.097,1.571111,1.880756,1.880266,58482.8,0.015,True
egernia-local,egernia,Q04,csv,32,1,15179,0.0,126.284,0.248621,0.306209,0.300511,60006.3,0.095,True
dachs-local,dachs,Q04,csv,32,1,1236,0.0,10.061,3.171409,3.388853,3.388346,58471.8,0.02,True
egernia-local,egernia,Q04,csv,32,2,15208,0.0,126.565,0.248362,0.306151,0.300464,60008.3,0.11,True
dachs-local,dachs,Q04,csv,32,2,1240,0.0,10.133,3.161825,3.372153,3.371543,58472.3,0.02,True
egernia-local,egernia,Q04,csv,32,3,15170,0.0,126.248,0.248525,0.307626,0.301432,60021.4,0.095,True
dachs-local,dachs,Q04,csv,32,3,1240,0.0,10.145,3.162465,3.396876,3.396395,58456.2,0.015,True
egernia-local,egernia,Q05,csv,1,1,12107,0.0,100.889,0.009361,0.013214,0.0126,3857.7,0.205,True
dachs-local,dachs,Q05,csv,1,1,208,0.0,1.728,0.550322,0.781236,0.780768,3193.5,0.01,True
egernia-local,egernia,Q05,csv,1,2,11971,0.0,99.755,0.009451,0.013684,0.013007,3865.6,0.195,True
dachs-local,dachs,Q05,csv,1,2,212,0.0,1.757,0.547472,0.793197,0.792682,3880.9,0.01,True
egernia-local,egernia,Q05,csv,1,3,12092,0.0,100.76,0.009386,0.013149,0.012585,3898.2,0.195,True
dachs-local,dachs,Q05,csv,1,3,212,0.0,1.767,0.544245,0.782196,0.78167,3974.0,0.01,True
egernia-local,egernia,Q05,csv,4,1,20990,0.0,174.898,0.021738,0.033218,0.03145,3899.1,0.11,True
dachs-local,dachs,Q05,csv,4,1,720,0.0,5.987,0.6216,0.925264,0.924779,3506.4,0.01,True
egernia-local,egernia,Q05,csv,4,2,21067,0.0,175.532,0.021647,0.033084,0.031452,3845.5,0.115,True
dachs-local,dachs,Q05,csv,4,2,712,0.0,5.906,0.631623,0.922815,0.922365,3633.2,0.01,True
egernia-local,egernia,Q05,csv,4,3,21180,0.0,176.477,0.021525,0.032694,0.03094,3864.8,0.11,True
dachs-local,dachs,Q05,csv,4,3,727,0.0,6.039,0.623811,0.898634,0.898144,3805.9,0.01,True
egernia-local,egernia,Q05,csv,8,1,21047,0.0,175.359,0.043852,0.064171,0.061158,3898.3,0.11,True
dachs-local,dachs,Q05,csv,8,1,967,0.0,8.015,0.945799,1.41321,1.412593,3574.1,0.01,True
egernia-local,egernia,Q05,csv,8,2,20916,0.0,174.268,0.044128,0.06489,0.061688,3845.8,0.11,True
dachs-local,dachs,Q05,csv,8,2,959,0.0,7.954,0.952707,1.437568,1.43702,3761.3,0.01,True
egernia-local,egernia,Q05,csv,8,3,21059,0.0,175.446,0.043846,0.064255,0.060916,3864.8,0.11,True
dachs-local,dachs,Q05,csv,8,3,952,0.0,7.896,0.958108,1.430484,1.430019,3728.9,0.015,True
egernia-local,egernia,Q05,csv,16,1,19841,0.0,165.263,0.094138,0.128007,0.122299,3912.3,0.105,True
dachs-local,dachs,Q05,csv,16,1,1078,0.0,8.888,1.775724,2.33337,2.332876,3696.1,0.015,True
egernia-local,egernia,Q05,csv,16,2,19890,0.0,165.654,0.09366,0.127624,0.122178,3836.5,0.105,True
dachs-local,dachs,Q05,csv,16,2,1068,0.0,8.801,1.771029,2.411705,2.411159,3796.1,0.015,True
egernia-local,egernia,Q05,csv,16,3,19878,0.0,165.57,0.093694,0.126852,0.121307,3862.8,0.105,True
dachs-local,dachs,Q05,csv,16,3,1087,0.0,8.964,1.751071,2.276161,2.275617,3714.7,0.015,True
egernia-local,egernia,Q05,csv,32,1,18737,0.0,155.887,0.199771,0.257362,0.251606,3909.3,0.105,True
dachs-local,dachs,Q05,csv,32,1,1096,0.0,8.916,3.543696,3.982398,3.98187,3723.2,0.015,True
egernia-local,egernia,Q05,csv,32,2,18794,0.0,156.424,0.199615,0.252225,0.246706,3832.8,0.1,True
dachs-local,dachs,Q05,csv,32,2,1088,0.0,8.882,3.557838,4.071773,4.071294,3815.7,0.02,True
egernia-local,egernia,Q05,csv,32,3,18799,0.0,156.485,0.19892,0.255699,0.250536,3851.4,0.11,True
dachs-local,dachs,Q05,csv,32,3,1105,0.0,8.989,3.503146,4.108625,4.107996,3709.8,0.02,True
egernia-local,egernia,Q06,csv,1,1,6769,0.0,56.408,0.017399,0.023796,0.022833,71850.9,0.13,True
dachs-local,dachs,Q06,csv,1,1,209,0.0,1.741,0.553321,0.796974,0.796363,71814.8,0.01,True
egernia-local,egernia,Q06,csv,1,2,6822,0.0,56.848,0.017286,0.023723,0.022815,71369.6,0.125,True
dachs-local,dachs,Q06,csv,1,2,212,0.0,1.765,0.547331,0.797437,0.796968,70001.2,0.01,True
egernia-local,egernia,Q06,csv,1,3,6778,0.0,56.481,0.017409,0.024129,0.023119,70694.9,0.13,True
dachs-local,dachs,Q06,csv,1,3,212,0.0,1.763,0.549213,0.785508,0.785026,64106.7,0.01,True
egernia-local,egernia,Q06,csv,4,1,15103,0.0,125.823,0.030777,0.045047,0.042357,71866.6,0.09,True
dachs-local,dachs,Q06,csv,4,1,703,0.0,5.84,0.639192,0.924777,0.92414,71206.0,0.015,True
egernia-local,egernia,Q06,csv,4,2,15271,0.0,127.227,0.030429,0.044837,0.042087,71251.5,0.09,True
dachs-local,dachs,Q06,csv,4,2,710,0.0,5.882,0.633327,0.935795,0.934916,70150.7,0.01,True
egernia-local,egernia,Q06,csv,4,3,15332,0.0,127.738,0.030205,0.044907,0.041949,71093.2,0.09,True
dachs-local,dachs,Q06,csv,4,3,714,0.0,5.928,0.634341,0.913783,0.913313,66954.9,0.01,True
egernia-local,egernia,Q06,csv,8,1,16711,0.0,139.213,0.055895,0.079463,0.073384,71836.0,0.105,True
dachs-local,dachs,Q06,csv,8,1,933,0.0,7.721,0.99042,1.49171,1.49116,70943.0,0.015,True
egernia-local,egernia,Q06,csv,8,2,16726,0.0,139.344,0.055809,0.079507,0.073712,71281.7,0.1,True
dachs-local,dachs,Q06,csv,8,2,946,0.0,7.853,0.967232,1.432554,1.432077,69076.0,0.015,True
egernia-local,egernia,Q06,csv,8,3,16602,0.0,138.319,0.056131,0.080307,0.074386,71027.5,0.11,True
dachs-local,dachs,Q06,csv,8,3,941,0.0,7.785,0.980632,1.438603,1.438017,68244.0,0.01,True
egernia-local,egernia,Q06,csv,16,1,16057,0.0,133.701,0.117042,0.156283,0.145659,71937.6,0.105,True
dachs-local,dachs,Q06,csv,16,1,1044,0.0,8.594,1.811356,2.429287,2.428763,70628.1,0.015,True
egernia-local,egernia,Q06,csv,16,2,16185,0.0,134.778,0.115942,0.154953,0.144292,71315.7,0.105,True
dachs-local,dachs,Q06,csv,16,2,1037,0.0,8.547,1.824218,2.521902,2.521359,69207.0,0.015,True
egernia-local,egernia,Q06,csv,16,3,16240,0.0,135.238,0.115466,0.154434,0.143498,71026.5,0.105,True
dachs-local,dachs,Q06,csv,16,3,1051,0.0,8.664,1.782086,2.398895,2.398384,68011.7,0.015,True
egernia-local,egernia,Q06,csv,32,1,15331,0.0,127.532,0.245865,0.30719,0.294759,71942.4,0.1,True
dachs-local,dachs,Q06,csv,32,1,1031,0.0,8.406,3.744673,4.407197,4.406652,70786.5,0.02,True
egernia-local,egernia,Q06,csv,32,2,15350,0.0,127.738,0.245371,0.307162,0.295769,71270.1,0.11,True
dachs-local,dachs,Q06,csv,32,2,1013,0.0,8.24,3.680691,4.276769,4.276301,69005.9,0.015,True
egernia-local,egernia,Q06,csv,32,3,15410,0.0,128.253,0.24525,0.303488,0.293641,71095.0,0.11,True
dachs-local,dachs,Q06,csv,32,3,1087,0.0,8.873,3.572561,4.031343,4.030867,68238.8,0.02,True
egernia-local,egernia,Q07,csv,1,1,9284,0.0,77.364,0.012826,0.018078,0.017506,19983.0,0.16,True
dachs-local,dachs,Q07,csv,1,1,210,0.0,1.749,0.551823,0.791553,0.791056,18144.2,0.01,True
egernia-local,egernia,Q07,csv,1,2,9248,0.0,77.059,0.012791,0.018288,0.017714,20186.0,0.155,True
dachs-local,dachs,Q07,csv,1,2,212,0.0,1.762,0.546915,0.788395,0.787862,19954.8,0.01,True
egernia-local,egernia,Q07,csv,1,3,9266,0.0,77.215,0.012743,0.018131,0.017529,20180.9,0.16,True
dachs-local,dachs,Q07,csv,1,3,212,0.0,1.764,0.546921,0.789326,0.788814,18965.4,0.01,True
egernia-local,egernia,Q07,csv,4,1,18722,0.0,156.003,0.024558,0.037554,0.035782,20088.9,0.105,True
dachs-local,dachs,Q07,csv,4,1,723,0.0,6.005,0.630775,0.905069,0.904566,19096.6,0.01,True
egernia-local,egernia,Q07,csv,4,2,18824,0.0,156.847,0.024482,0.037185,0.03559,20059.6,0.1,True
dachs-local,dachs,Q07,csv,4,2,707,0.0,5.867,0.64239,0.937443,0.936949,20349.2,0.015,True
egernia-local,egernia,Q07,csv,4,3,18945,0.0,157.852,0.024317,0.036931,0.035322,20187.9,0.1,True
dachs-local,dachs,Q07,csv,4,3,703,0.0,5.831,0.646683,0.927631,0.927165,18955.2,0.01,True
egernia-local,egernia,Q07,csv,8,1,19682,0.0,163.966,0.047203,0.068924,0.065649,20100.1,0.115,True
dachs-local,dachs,Q07,csv,8,1,932,0.0,7.725,0.980524,1.474235,1.473662,19548.6,0.015,True
egernia-local,egernia,Q07,csv,8,2,19700,0.0,164.1,0.047105,0.068519,0.065544,20018.1,0.105,True
dachs-local,dachs,Q07,csv,8,2,931,0.0,7.718,0.97663,1.468771,1.467137,19718.9,0.015,True
egernia-local,egernia,Q07,csv,8,3,19652,0.0,163.72,0.04717,0.069014,0.065583,20209.9,0.11,True
dachs-local,dachs,Q07,csv,8,3,924,0.0,7.652,0.993676,1.491372,1.49093,18870.5,0.015,True
egernia-local,egernia,Q07,csv,16,1,18731,0.0,156.023,0.099788,0.134452,0.128821,20075.4,0.11,True
dachs-local,dachs,Q07,csv,16,1,1025,0.0,8.433,1.848633,2.430447,2.429971,19555.4,0.015,True
egernia-local,egernia,Q07,csv,16,2,18759,0.0,156.243,0.099574,0.134552,0.129291,20062.4,0.125,True
dachs-local,dachs,Q07,csv,16,2,1043,0.0,8.586,1.842255,2.347143,2.346626,19529.3,0.015,True
egernia-local,egernia,Q07,csv,16,3,18776,0.0,156.398,0.099468,0.134978,0.129444,20194.5,0.105,True
dachs-local,dachs,Q07,csv,16,3,1036,0.0,8.496,1.855016,2.397033,2.396438,18791.6,0.015,True
egernia-local,egernia,Q07,csv,32,1,17859,0.0,148.684,0.209947,0.266067,0.26043,20071.1,0.105,True
dachs-local,dachs,Q07,csv,32,1,1050,0.0,8.515,3.726839,4.128804,4.128314,19384.1,0.02,True
egernia-local,egernia,Q07,csv,32,2,17902,0.0,149.003,0.209407,0.263884,0.257886,20073.6,0.115,True
dachs-local,dachs,Q07,csv,32,2,1048,0.0,8.53,3.732595,4.168468,4.168031,19420.8,0.02,True
egernia-local,egernia,Q07,csv,32,3,17843,0.0,148.516,0.209841,0.269169,0.263379,20253.6,0.11,True
dachs-local,dachs,Q07,csv,32,3,1052,0.0,8.511,3.733765,4.132731,4.132098,18961.0,0.015,True
egernia-local,egernia,Q10,csv,1,1,3646,0.0,30.378,0.032123,0.039477,0.037199,298465.7,0.105,True
dachs-local,dachs,Q10,csv,1,1,1100,0.0,9.165,0.086571,0.330063,0.329354,291189.0,0.03,True
egernia-local,egernia,Q10,csv,1,2,3666,0.0,30.547,0.031928,0.03889,0.03679,298528.4,0.095,True
dachs-local,dachs,Q10,csv,1,2,1096,0.0,9.132,0.086984,0.330707,0.329993,291352.7,0.03,True
egernia-local,egernia,Q10,csv,1,3,3663,0.0,30.518,0.031885,0.039016,0.036785,298572.6,0.1,True
dachs-local,dachs,Q10,csv,1,3,1101,0.0,9.172,0.086729,0.329644,0.328823,291412.8,0.035,True
egernia-local,egernia,Q10,csv,4,1,9067,0.0,75.536,0.051778,0.069813,0.06295,298527.9,0.075,True
dachs-local,dachs,Q10,csv,4,1,1161,0.0,9.641,0.36005,0.636726,0.635065,291222.8,0.015,True
egernia-local,egernia,Q10,csv,4,2,9091,0.0,75.733,0.051819,0.069956,0.063224,298522.6,0.075,True
dachs-local,dachs,Q10,csv,4,2,1159,0.0,9.649,0.367791,0.630271,0.629449,291198.7,0.015,True
egernia-local,egernia,Q10,csv,4,3,9109,0.0,75.886,0.051872,0.069408,0.062696,298646.5,0.07,True
dachs-local,dachs,Q10,csv,4,3,1155,0.0,9.599,0.369004,0.629517,0.624247,291155.7,0.015,True
egernia-local,egernia,Q10,csv,8,1,10492,0.0,87.38,0.08983,0.11853,0.103246,298536.8,0.085,True
dachs-local,dachs,Q10,csv,8,1,1142,0.0,9.481,0.878269,1.035772,1.03434,291229.2,0.015,True
egernia-local,egernia,Q10,csv,8,2,10505,0.0,87.505,0.089549,0.117992,0.102387,298544.0,0.08,True
dachs-local,dachs,Q10,csv,8,2,1132,0.0,9.39,0.885344,1.057207,1.054868,291316.0,0.015,True
egernia-local,egernia,Q10,csv,8,3,10531,0.0,87.744,0.089683,0.116814,0.102068,298633.6,0.085,True
dachs-local,dachs,Q10,csv,8,3,1144,0.0,9.473,0.865786,1.038257,1.036558,291083.2,0.015,True
egernia-local,egernia,Q10,csv,16,1,10486,0.0,87.289,0.180436,0.235192,0.200714,298539.1,0.085,True
dachs-local,dachs,Q10,csv,16,1,1055,0.0,8.71,1.744624,2.204597,2.203883,291272.7,0.015,True
egernia-local,egernia,Q10,csv,16,2,10436,0.0,86.873,0.181752,0.236639,0.201252,298543.3,0.085,True
dachs-local,dachs,Q10,csv,16,2,1104,0.0,9.116,1.738974,2.18248,2.18162,291279.7,0.015,True
egernia-local,egernia,Q10,csv,16,3,10412,0.0,86.689,0.182218,0.236202,0.20062,298634.4,0.085,True
dachs-local,dachs,Q10,csv,16,3,1104,0.0,9.126,1.735176,2.132031,2.130116,291024.6,0.015,True
egernia-local,egernia,Q10,csv,32,1,10109,0.0,84.051,0.376374,0.457979,0.416104,298533.6,0.085,True
dachs-local,dachs,Q10,csv,32,1,1116,0.0,9.101,3.531168,3.802608,3.801893,291183.8,0.025,True
egernia-local,egernia,Q10,csv,32,2,10056,0.0,83.6,0.378483,0.455887,0.414899,298534.8,0.095,True
dachs-local,dachs,Q10,csv,32,2,1121,0.0,9.156,3.481481,3.762813,3.762071,291268.4,0.02,True
egernia-local,egernia,Q10,csv,32,3,10079,0.0,83.803,0.377762,0.457777,0.417167,298634.5,0.08,True
dachs-local,dachs,Q10,csv,32,3,1119,0.0,9.146,3.49785,3.747569,3.745936,291075.5,0.025,True
egernia-local,egernia,Q11,csv,1,1,523,0.0,4.354,0.225086,0.260718,0.244075,2996050.4,0.075,True
dachs-local,dachs,Q11,csv,1,1,393,0.0,3.272,0.282089,0.530769,0.506754,2918529.9,0.04,True
egernia-local,egernia,Q11,csv,1,2,527,0.0,4.389,0.224034,0.2576,0.23895,2993624.4,0.07,True
dachs-local,dachs,Q11,csv,1,2,395,0.0,3.289,0.281543,0.524121,0.501734,2916853.5,0.035,True
egernia-local,egernia,Q11,csv,1,3,510,0.0,4.249,0.2271,0.266397,0.246244,2994950.8,0.06,True
dachs-local,dachs,Q11,csv,1,3,394,0.0,3.277,0.282643,0.527675,0.504498,2918540.6,0.035,True
egernia-local,egernia,Q11,csv,4,1,1448,0.0,12.05,0.330326,0.410949,0.354786,2995534.7,0.08,True
dachs-local,dachs,Q11,csv,4,1,445,0.0,3.689,1.058036,1.330277,1.239155,2917685.2,0.02,True
egernia-local,egernia,Q11,csv,4,2,1453,0.0,12.083,0.329167,0.406112,0.349587,2995745.9,0.065,True
dachs-local,dachs,Q11,csv,4,2,440,0.0,3.662,1.05261,1.367766,1.275973,2918664.0,0.02,True
egernia-local,egernia,Q11,csv,4,3,1463,0.0,12.172,0.324458,0.40802,0.356149,2996285.6,0.06,True
dachs-local,dachs,Q11,csv,4,3,444,0.0,3.681,1.061424,1.310472,1.259775,2919655.4,0.015,True
egernia-local,egernia,Q11,csv,8,1,1887,0.0,15.689,0.505901,0.609985,0.477207,2995774.1,0.085,True
dachs-local,dachs,Q11,csv,8,1,446,0.0,3.688,2.288075,2.853189,2.649139,2917870.9,0.015,True
egernia-local,egernia,Q11,csv,8,2,1874,0.0,15.585,0.511307,0.608592,0.473368,2995428.8,0.075,True
dachs-local,dachs,Q11,csv,8,2,458,0.0,3.781,2.255425,2.790113,2.601214,2918807.4,0.02,True
egernia-local,egernia,Q11,csv,8,3,1877,0.0,15.593,0.509806,0.607846,0.478909,2995317.3,0.085,True
dachs-local,dachs,Q11,csv,8,3,459,0.0,3.781,2.238517,2.766921,2.606768,2919366.2,0.02,True
egernia-local,egernia,Q11,csv,16,1,2006,0.0,16.679,0.950012,1.149026,0.685558,2995884.1,0.095,True
dachs-local,dachs,Q11,csv,16,1,479,0.0,3.933,4.263995,6.15969,5.083707,2917924.6,0.04,True
egernia-local,egernia,Q11,csv,16,2,2015,0.0,16.732,0.948968,1.136579,0.655539,2995619.5,0.085,True
dachs-local,dachs,Q11,csv,16,2,481,0.0,3.917,4.340831,5.654839,5.034391,2918700.2,0.045,True
egernia-local,egernia,Q11,csv,16,3,2015,0.0,16.708,0.947013,1.139443,0.649381,2995341.2,0.08,True
dachs-local,dachs,Q11,csv,16,3,476,0.0,3.912,4.341254,6.330636,5.11693,2919376.6,0.025,True
egernia-local,egernia,Q11,csv,32,1,1990,0.0,16.433,1.948751,2.288798,1.466217,2995941.3,0.09,True
dachs-local,dachs,Q11,csv,32,1,491,0.0,3.93,8.722699,13.599929,10.43685,2917457.4,0.04,True
egernia-local,egernia,Q11,csv,32,2,2007,0.0,16.534,1.930766,2.248284,1.400654,2995543.9,0.09,True
dachs-local,dachs,Q11,csv,32,2,502,0.0,3.998,8.054094,12.400656,10.140759,2917832.2,0.035,True
egernia-local,egernia,Q11,csv,32,3,1698,0.041814,13.977,1.957198,5.009046,5.008506,2870651.8,0.11,True
dachs-local,dachs,Q11,csv,32,3,506,0.0,3.96,8.622724,12.001494,10.080722,2918808.6,0.04,True
egernia-local,egernia,Q12,csv,1,1,12774,0.0,106.446,0.008829,0.012405,0.011853,109.0,0.205,True
dachs-local,dachs,Q12,csv,1,1,211,0.0,1.758,0.545305,0.79069,0.790154,110.0,0.01,True
egernia-local,egernia,Q12,csv,1,2,12641,0.0,105.334,0.008933,0.012657,0.01212,109.0,0.21,True
dachs-local,dachs,Q12,csv,1,2,213,0.0,1.768,0.54368,0.781233,0.780739,110.0,0.01,True
egernia-local,egernia,Q12,csv,1,3,12601,0.0,105.003,0.008945,0.012804,0.012207,109.0,0.2,True
dachs-local,dachs,Q12,csv,1,3,213,0.0,1.774,0.544118,0.777596,0.777116,110.0,0.01,True
egernia-local,egernia,Q12,csv,4,1,21512,0.0,179.246,0.021191,0.032206,0.030579,109.0,0.13,True
dachs-local,dachs,Q12,csv,4,1,726,0.0,6.025,0.622599,0.890289,0.889806,110.0,0.015,True
egernia-local,egernia,Q12,csv,4,2,21641,0.0,180.309,0.021112,0.03206,0.030315,109.0,0.125,True
dachs-local,dachs,Q12,csv,4,2,733,0.0,6.083,0.615594,0.887307,0.886831,110.0,0.01,True
egernia-local,egernia,Q12,csv,4,3,21690,0.0,180.723,0.021051,0.032013,0.030198,109.0,0.11,True
dachs-local,dachs,Q12,csv,4,3,714,0.0,5.924,0.639828,0.921996,0.921428,110.0,0.01,True
egernia-local,egernia,Q12,csv,8,1,21386,0.0,178.183,0.043243,0.063207,0.060113,109.0,0.115,True
dachs-local,dachs,Q12,csv,8,1,945,0.0,7.822,0.954721,1.483737,1.48325,110.0,0.015,True
egernia-local,egernia,Q12,csv,8,2,21420,0.0,178.466,0.043137,0.063461,0.060309,109.0,0.11,True
dachs-local,dachs,Q12,csv,8,2,965,0.0,8.0,0.947391,1.409969,1.409446,110.0,0.01,True
egernia-local,egernia,Q12,csv,8,3,21390,0.0,178.221,0.043185,0.063526,0.06046,109.0,0.11,True
dachs-local,dachs,Q12,csv,8,3,942,0.0,7.817,0.967823,1.465638,1.46514,110.0,0.01,True
egernia-local,egernia,Q12,csv,16,1,20225,0.0,168.458,0.092282,0.125731,0.119919,109.0,0.105,True
dachs-local,dachs,Q12,csv,16,1,1087,0.0,8.929,1.749712,2.276528,2.27593,110.0,0.015,True
egernia-local,egernia,Q12,csv,16,2,20305,0.0,169.119,0.091775,0.124968,0.119218,109.0,0.105,True
dachs-local,dachs,Q12,csv,16,2,1078,0.0,8.887,1.746188,2.337006,2.335821,110.0,0.015,True
egernia-local,egernia,Q12,csv,16,3,20252,0.0,168.71,0.091935,0.125119,0.119478,109.0,0.11,True
dachs-local,dachs,Q12,csv,16,3,1092,0.0,9.012,1.736434,2.256866,2.256251,110.0,0.015,True
egernia-local,egernia,Q12,csv,32,1,19085,0.0,158.869,0.196121,0.2512,0.245474,109.0,0.1,True
dachs-local,dachs,Q12,csv,32,1,1098,0.0,8.93,3.534441,4.015067,4.014687,110.0,0.02,True
egernia-local,egernia,Q12,csv,32,2,18980,0.0,157.993,0.19723,0.251634,0.246685,109.0,0.105,True
dachs-local,dachs,Q12,csv,32,2,1089,0.0,8.898,3.570134,4.023724,4.023174,110.0,0.02,True
egernia-local,egernia,Q12,csv,32,3,19185,0.0,159.713,0.194882,0.248512,0.242803,109.0,0.1,True
dachs-local,dachs,Q12,csv,32,3,1090,0.0,8.806,3.571445,4.112107,4.111598,110.0,0.015,True
egernia-local,egernia,Q13,csv,1,1,496,0.0,4.132,0.239492,0.330507,0.329867,2265.2,0.015,True
dachs-local,dachs,Q13,csv,1,1,357,0.0,2.972,0.358594,0.568117,0.567596,2301.0,0.015,True
egernia-local,egernia,Q13,csv,1,2,502,0.0,4.18,0.237925,0.327637,0.327151,2265.8,0.015,True
dachs-local,dachs,Q13,csv,1,2,364,0.0,3.028,0.354949,0.565885,0.565223,2301.5,0.01,True
egernia-local,egernia,Q13,csv,1,3,501,0.0,4.167,0.239253,0.328012,0.327541,2264.6,0.015,True
dachs-local,dachs,Q13,csv,1,3,369,0.0,3.066,0.354157,0.556267,0.555789,2300.0,0.015,True
egernia-local,egernia,Q13,csv,4,1,1137,0.0,9.444,0.416019,0.569927,0.569382,2264.5,0.015,True
dachs-local,dachs,Q13,csv,4,1,1020,0.0,8.462,0.470813,0.756526,0.756022,2301.2,0.015,True
egernia-local,egernia,Q13,csv,4,2,1143,0.0,9.505,0.415606,0.574418,0.572777,2264.2,0.015,True
dachs-local,dachs,Q13,csv,4,2,1024,0.0,8.488,0.467341,0.762817,0.76238,2300.3,0.01,True
egernia-local,egernia,Q13,csv,4,3,1150,0.0,9.567,0.416507,0.562121,0.561276,2263.6,0.015,True
dachs-local,dachs,Q13,csv,4,3,1041,0.0,8.644,0.469267,0.755264,0.754806,2300.1,0.015,True
egernia-local,egernia,Q13,csv,8,1,1163,0.0,9.641,0.828502,1.118226,1.117326,2264.4,0.015,True
dachs-local,dachs,Q13,csv,8,1,1202,0.0,9.98,0.775287,1.176276,1.17578,2300.3,0.015,True
egernia-local,egernia,Q13,csv,8,2,1175,0.0,9.738,0.811944,1.104066,1.103546,2264.1,0.015,True
dachs-local,dachs,Q13,csv,8,2,1203,0.0,9.968,0.767465,1.196552,1.196053,2299.9,0.015,True
egernia-local,egernia,Q13,csv,8,3,1181,0.0,9.804,0.818191,1.094757,1.094303,2263.7,0.015,True
dachs-local,dachs,Q13,csv,8,3,1216,0.0,10.102,0.771362,1.191855,1.191343,2299.8,0.015,True
egernia-local,egernia,Q13,csv,16,1,1179,0.0,9.725,1.628624,1.988507,1.987996,2264.4,0.015,True
dachs-local,dachs,Q13,csv,16,1,1210,0.0,9.964,1.587564,2.133422,2.132941,2300.3,0.015,True
egernia-local,egernia,Q13,csv,16,2,1188,0.0,9.78,1.624885,1.974043,1.972318,2264.0,0.015,True
dachs-local,dachs,Q13,csv,16,2,1214,0.0,10.008,1.582328,2.115595,2.115108,2300.0,0.015,True
egernia-local,egernia,Q13,csv,16,3,1192,0.0,9.819,1.611732,1.96008,1.955559,2263.8,0.015,True
