key,kind,dataset,database_gib,mode,response_format,concurrency,replicas,workers,offered_rps,repetition,requests,successful,rps,successful_rps,error_fraction,timeout_fraction,latency_mean_s,latency_p50_s,latency_p95_s,latency_p99_s,latency_p999_s,latency_max_s,latency_cv,ttfb_p95_s,response_throughput_bytes_per_s,tap_api_cpu_cores_mean,postgres_cpu_cores_mean,postgres_read_bytes_per_s,cache_hit_ratio,bottleneck,invalid
wsweep-w1-n8-D1-c32-r1,worker_sweep,D1,2.058,closed,csv,32,8,1,,1,26215,26215,581.6355452602896,581.6355452602896,0.0,0.0,0.05491915441708095,0.051304744090884924,0.09766266010701653,0.13432353299111147,0.20521610720548988,0.2611680761910975,0.44814040810552497,0.0826073030475527,17286233.98689372,7.226222864199608,0.9591225648852193,0.0,0.9999993606501931,TAP_CPU_BOUND,False
wsweep-w1-n8-D1-c64-r0,worker_sweep,D1,2.058,closed,csv,64,8,1,,0,24768,24768,548.2644016134485,548.2644016134485,0.0,0.0,0.1163481917268636,0.10987872467376292,0.19775361088104543,0.2669333483930674,0.3458521626000387,0.5081918542273343,0.38334177195813063,0.16538741996046152,16814948.93386356,7.538237228798294,0.9648589497243831,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w1-n8-D1-c64-r1,worker_sweep,D1,2.058,closed,csv,64,8,1,,1,25241,25241,559.5168462682351,559.5168462682351,0.0,0.0,0.1141307402949828,0.09998769033700228,0.23216489190235734,0.2969914615154257,0.3929322868399323,0.5353849437087774,0.4804852390324292,0.20867523178458214,16781654.27356126,7.43070486180284,0.9421063728321636,0.0,0.9999997791931009,TAP_CPU_BOUND,False
wsweep-w2-n1-D1-c1-r0,worker_sweep,D1,2.058,closed,csv,1,1,2,,0,3872,3872,86.00143772919935,86.00143772919935,0.0,0.0,0.01159771671085734,0.01072260458022356,0.022606156137771866,0.02693011137656867,0.030562084825244046,0.11327422503381968,0.3769435677559082,0.01451631444506347,2582634.169509839,0.7595501991412723,0.12238405977222268,0.0,1.0,MEMORY_BOUND,False
wsweep-w2-n1-D1-c1-r1,worker_sweep,D1,2.058,closed,csv,1,1,2,,1,3894,3894,86.50869574848141,86.50869574848141,0.0,0.0,0.011529781586219354,0.010645447531715035,0.022268753265962005,0.026909369425848127,0.03200623275432746,0.11710942583158612,0.3904084163567458,0.014810244226828218,2581117.589335372,0.750352693236874,0.11892831267550777,0.0,1.0,MEMORY_BOUND,False
wsweep-w2-n1-D1-c2-r0,worker_sweep,D1,2.058,closed,csv,2,1,2,,0,4431,4431,98.4421452762807,98.4421452762807,0.0,0.0,0.02027869057746806,0.01917720725759864,0.03198761586099863,0.0387026929296553,0.05406322233844662,0.13319249683991075,0.31209222115280283,0.02495990670286119,2938626.893288358,0.9488698778777096,0.1439622866921663,0.0,1.0,MEMORY_BOUND,False
wsweep-w2-n1-D1-c2-r1,worker_sweep,D1,2.058,closed,csv,2,1,2,,1,7521,7521,167.07667142159306,167.07667142159306,0.0,0.0,0.011937084856120283,0.01102716289460659,0.02012411830946803,0.028136439993977552,0.03296782525256278,0.12014605291187763,0.3792747679718473,0.0153398672118783,4859360.743418194,1.500499326285736,0.23475906535934285,0.0,1.0,UNKNOWN,False
wsweep-w2-n1-D1-c4-r0,worker_sweep,D1,2.058,closed,csv,4,1,2,,0,8445,8445,187.5848034081357,187.5848034081357,0.0,0.0,0.02128041903353244,0.020029657054692507,0.03417526660487055,0.04272616392001501,0.058375915037468466,0.13325410522520542,0.31747969195272663,0.02695947065949439,5762629.505629194,1.888730194188196,0.2786301084503297,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w2-n1-D1-c4-r1,worker_sweep,D1,2.058,closed,csv,4,1,2,,1,8401,8401,186.5909942912065,186.5909942912065,0.0,0.0,0.021392960080524638,0.020049595274031162,0.03451154101639986,0.04266382521018386,0.05735230008140333,0.13172407308593392,0.3197123304073176,0.02701373491436243,5602040.078483265,1.8374720883282074,0.26925508586139635,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w2-n1-D1-c8-r0,worker_sweep,D1,2.058,closed,csv,8,1,2,,0,8096,8096,179.6788706554387,179.6788706554387,0.0,0.0,0.0444450004537854,0.039902768563479185,0.08744786283932626,0.12365600124467166,0.1799144924199217,0.24906550208106637,0.5936520028370624,0.0757354301167652,5426045.02580401,1.8778998788207193,0.28044096593409323,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w2-n1-D1-c8-r1,worker_sweep,D1,2.058,closed,csv,8,1,2,,1,8024,8024,178.2151540266508,178.2151540266508,0.0,0.0,0.044834347706425526,0.041799450758844614,0.0753479114267975,0.10731310337316236,0.16157382167130926,0.18200660590082407,0.4107759108850939,0.06537172563839704,5390547.102134061,1.9461008264356285,0.27623439776040415,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w2-n2-D1-c1-r0,worker_sweep,D1,2.058,closed,csv,1,2,2,,0,3805,3805,84.54401463118144,84.54401463118144,0.0,0.0,0.011797511206178604,0.010894678067415953,0.022953227721154684,0.02764396907761693,0.032637257335707624,0.11791432742029428,0.38030284880520837,0.01503453878685832,2532946.8105734168,0.7608467526988646,0.12367437012137066,0.0,1.0,UNKNOWN,False
wsweep-w2-n2-D1-c1-r1,worker_sweep,D1,2.058,closed,csv,1,2,2,,1,3864,3864,85.86442024174185,85.86442024174185,0.0,0.0,0.011615685160405833,0.010711875976994634,0.02163338579703109,0.027447226373478763,0.030671403022949215,0.11663033906370401,0.3832604452688313,0.014973675529472529,2546964.7651224234,0.7624178964005374,0.12069200642288155,0.0,1.0,UNKNOWN,False
wsweep-w2-n2-D1-c2-r0,worker_sweep,D1,2.058,closed,csv,2,2,2,,0,7328,7328,162.78103404179208,162.78103404179208,0.0,0.0,0.012252312089269777,0.011328168213367462,0.023684427863918243,0.02833693859167396,0.03372225833637696,0.12747729616239667,0.39434651772524576,0.015550568280741571,5023788.434730641,1.507998923236995,0.23790303351582615,0.0,1.0,UNKNOWN,False
wsweep-w2-n2-D1-c2-r1,worker_sweep,D1,2.058,closed,csv,2,2,2,,1,7367,7367,163.68295236448037,163.68295236448037,0.0,0.0,0.012186036691399808,0.011219421867281199,0.02178570041432976,0.02833728224039078,0.03499090876895961,0.1429681209847331,0.4101544999569133,0.015578639088198542,4725294.785793565,1.4847816472799407,0.22959329470450934,0.0,1.0,UNKNOWN,False
wsweep-w2-n2-D1-c4-r0,worker_sweep,D1,2.058,closed,csv,4,2,2,,0,11136,11136,247.40409591188242,247.40409591188242,0.0,0.0,0.016128374552926258,0.014182809507474303,0.028642944525927305,0.037514310935512184,0.052495917289053715,0.13949613412842155,0.4490470640139217,0.02390300529077649,7662885.075287221,2.4057964681309763,0.36330222952433866,0.0,1.0,UNKNOWN,False
wsweep-w2-n2-D1-c4-r1,worker_sweep,D1,2.058,closed,csv,4,2,2,,1,11124,11124,247.11443858848045,247.11443858848045,0.0,0.0,0.01614714368709143,0.014147964306175709,0.028892983822152024,0.03884800591971727,0.04904291282594212,0.1368265002965927,0.4491252577512752,0.02407511400524527,7319759.746884395,2.407704162226561,0.3619146921008186,0.0,1.0,UNKNOWN,False
wsweep-w2-n2-D1-c8-r0,worker_sweep,D1,2.058,closed,csv,8,2,2,,0,15076,15076,334.9076985852872,334.9076985852872,0.0,0.0,0.023843485064530025,0.022147321375086904,0.04269340622704476,0.0555379253346473,0.1296507162973286,0.1627812646329403,0.44991428897074776,0.036045164335519075,10360897.09759627,3.5423691282471474,0.4985445363616736,0.0,1.0,TAP_CPU_BOUND,False
